g,minx,maxx,miny,maxy,minz,maxz
0.0,-6.994869502961319e-10,6.994869502961319e-10,-6.000872014160922e-10,6.000872014160922e-10,-0.9999999967966268,-0.9999999999992257
0.1,0.019754750950068543,0.01983354814588254,0.001979607955129607,0.0020583810033932603,-0.9998020369312601,-0.9997941666593462
0.2,0.03922679609892577,0.0398558235738404,0.003955699952472049,0.004584687539399203,-0.9992088411061865,-0.999083065578223
0.30000000000000004,0.058136776887160214,0.06025312245297378,0.005924771196189703,0.00804078408126173,-0.9982225657838147,-0.997587742156932
0.4,0.07621209662631026,0.08120620658305344,0.007883371929552983,0.012874936071994296,-0.9968466439567215,-0.9948500181335352
0.5,0.09319147629368742,0.10288693648962483,0.009828127208172851,0.019511729346324447,-0.9950859277671762,-0.9902441393459659
0.6000000000000001,0.10882958699624164,0.12545389092454218,0.011755735114925132,0.028971001423616756,-0.9929465516520654,-0.9826174001767446
0.7000000000000001,0.12274878632185542,0.14904693148639708,0.013663016167373544,0.04426056411013655,-0.9904358860654326,-0.969017578622964
0.8,0.13267340500119326,0.1737809731962844,0.015546901015097888,0.07312283961948066,-0.9875624747794765,-0.9415017338177436
0.9,0.13054862337282686,0.20067048296575374,0.017404489124355254,0.14789115100167122,-0.9843359542096382,-0.8668980223791094
0.92,0.12601665233996498,0.20662535513319072,0.017772605282926436,0.17979387397716404,-0.9836491971417488,-0.8345895680177139
0.9400000000000001,0.11805459489829809,0.2129152431131014,0.01813953767243989,0.22655055913715566,-0.9829488279094303,-0.7870423617180001
0.96,0.10371196162705475,0.21967333656515062,0.01850526528603795,0.30167845566444196,-0.9822349379717121,-0.7103887103187052
0.98,0.07503197590294158,0.22713238367133196,0.018869767399489538,0.44223650931442543,-0.9815076198765225,-0.5666083152900946
1.0,-3.6630119793797654e-09,0.2357563952609006,0.01923302364577742,0.7996022156674663,-0.980766967721232,-0.20039780763510484
1.02,-0.17008894139575378,0.24670247953958307,0.01959501393186313,0.9875868209736556,-0.980013076600175,0.007338557802753387
1.04,-0.25601327610198277,0.2647962149253781,0.019955718453654955,0.9778295823437758,-0.9792460430506101,0.016942764859135262
1.06,-0.31638991462435984,0.316389947791202,0.02031511773501675,0.9682596053101484,-0.9784659649038014,0.02635517901976786
1.08,-0.3643627399456816,0.364362728404068,0.020673192564285132,0.9588715509794418,-0.9776729412108308,0.0355812721177825
1.1,-0.40454019009821807,0.40454016687908945,0.021029924039297997,0.9496602868596075,-0.9768670722306889,0.04462631227896918
1.12,-0.43920967319232385,0.4392096707708335,0.021385293553905508,0.9406208698330483,-0.9760484594063183,0.05349537079120448
1.1400000000000001,-0.46971425954600454,0.4697142642713105,0.0217392828121918,0.9317485392530075,-0.9752172053112871,0.062193331220002035
1.1600000000000001,-0.4969266658627701,0.49692668139760976,0.02209187384346074,0.9230387087269036,-0.9743734136273134,0.07072489837971474
