g,minx,maxx,miny,maxy,minz,maxz
0.0,-4.7482712204563e-09,4.7482712204563e-09,-4.750956120549607e-09,4.750956120549607e-09,-0.9999999999761477,-0.9999999999989818
0.1,0.009975210045925055,0.009975232847411909,0.0004987989761784932,0.000498824959062924,-0.9999501194647373,-0.9999501185175435
0.2,0.01995139389219197,0.019951418659807398,0.0009979134932529845,0.0009979615943432312,-0.9998004147081235,-0.999800359240068
0.30000000000000004,0.029929424800780483,0.02992959114524057,0.0014976606271673515,0.0014977773421418806,-0.9995507026736695,-0.9995504629148017
0.4,0.03991035499364325,0.0399107966329468,0.001998337020033534,0.00199880376585342,-0.9992006654779785,-0.9992004543298931
0.5,0.0498948746384453,0.049895943509425535,0.0025002638503076645,0.0025014441539517643,-0.9987498605572612,-0.9987491673055979
0.6000000000000001,0.059883839942534454,0.059886444515391345,0.0030037992020252933,0.003006936463653529,-0.998197717354407,-0.9981953916365379
0.7000000000000001,0.06987774153062205,0.06988358811384816,0.0035091958865249764,0.0035170421785926343,-0.9975435477113979,-0.9975378413971909
0.8,0.07987591572401632,0.07988878967670754,0.004016809499419514,0.004035684513570763,-0.9967866038361495,-0.9967709721790013
0.9,0.08987566711560577,0.089905509150957,0.004526954171311282,0.0045780413195593795,-0.9959257389654652,-0.9958784839833632
0.92,0.09187543697487095,0.09191054997595946,0.004629317307320339,0.004693791104008509,-0.9957410341331412,-0.9956817889911946
0.9400000000000001,0.09387395923679467,0.09391651919941187,0.004731795250798992,0.0048117920477396695,-0.9955521054302079,-0.9954752784745751
0.96,0.09587196329989507,0.0959231877326283,0.0048343823132830635,0.004935701560299057,-0.9953589618511793,-0.9952611091697198
0.98,0.09786842395571965,0.09793068917141493,0.004937097708808032,0.005066795942716222,-0.9951616138169275,-0.9950323334447692
1.0,0.09986308265681308,0.09993959523470204,0.005039942907682933,0.005206057008909046,-0.9949600376885364,-0.9947937543898554
1.02,0.10185524219038149,0.1019497511742146,0.005142919950287338,0.005357058573090263,-0.9947542394600506,-0.994536061109588
1.04,0.10384415156288859,0.10396205297755381,0.005246040223144323,0.00552154088715967,-0.994544147105774,-0.9942576679228982
1.06,0.10582915551393689,0.10597684802931455,0.005349257883307065,0.005705288763341547,-0.9943297941161973,-0.9939524305959244
1.08,0.1078089277830785,0.10799502730787225,0.005452623612507434,0.005916729739779868,-0.9941111758066005,-0.9936084985825192
1.1,0.10978173609893584,0.11001652997821501,0.00555613713947868,0.006166307704705173,-0.9938882292553558,-0.9932169720410454
1.12,0.1117438967475017,0.11204398582201434,0.0056597713978186566,0.006480686439499984,-0.9936610198429449,-0.9927433101789724
1.1400000000000001,0.1136892740539595,0.1140776949678079,0.005763590743367181,0.006900035350447605,-0.9934295098229067,-0.9921382942117551
1.1600000000000001,0.11560566545040629,0.11612147567074138,0.005867531571719861,0.007506723855840686,-0.99319365504098,-0.9912878435304743
1.1800000000000002,0.11746492101077265,0.11818154574012696,0.005971619487358181,0.008528549446696471,-0.9929535242728199,-0.9899365215659018
1.2,0.1191802121641514,0.120272238692533,0.00607585055777271,0.010647036099682759,-0.9927089609139595,-0.9872245142673668
1.22,0.12034860570147489,0.12243730492517296,0.006180271582179053,0.01736980794613497,-0.9924600894601083,-0.9788094820548009
1.24,0.11117832204737813,0.12497146382845437,0.006284796705727291,0.12213608597618839,-0.9922068921946532,-0.8485491276107627
1.26,-0.02763042919452475,0.15591653809746148,0.00638947406453325,0.7172352273527454,-0.9919492033391853,-0.09628366163174867
1.28,-0.08776470282262047,0.20721331382334973,0.00649438554248275,0.7357951797293488,-0.9916872047047801,-0.05818210814690722
1.3,-0.13040257763824598,0.24645724393861196,0.00659940588264462,0.7417591898862844,-0.9914207567722875,-0.035713252582604424
1.32,-0.16470378725468568,0.2785019007316346,0.006704597012036325,0.7431027894032535,-0.9911499114162591,-0.019104465369722337
1.34,-0.1938188255424464,0.305775633162954,0.006810006142601049,0.7420787413814808,-0.9908746009653415,-0.005614483472054135
1.36,-0.21927898880607744,0.32960354779177886,0.0069155592342561335,0.7397129120695977,-0.9905948613214142,0.006009605001069604
1.38,-0.24196829065209274,0.35079291213179914,0.0070212698965458195,0.7364964809193366,-0.9903107297216602,0.016365122802974377
1.4,-0.26245427965079626,0.3698792454184552,0.0071271718910829885,0.7326892694173555,-0.9900219324856728,0.025764919467296213
1.42,-0.281129099152548,0.387237248447489,0.007233260424089038,0.7284489394970188,-0.9897287866251961,0.034397482023973525
1.44,-0.2982795311959635,0.4031423082006207,0.007339522832083053,0.7238776835572599,-0.9894310480008173,0.04238393708833019
1.46,-0.3141247566238029,0.417804176434856,0.007446006256154205,0.719045670042386,-0.9891288889671458,0.049806689146630584
1.48,-0.3288366534870272,0.4313868449976299,0.007552627964746278,0.7140042651944187,-0.9888221114129818,0.056726309276327214
1.5,-0.3425530880079263,0.44402198573338186,0.007659476094457458,0.708793859576724,-0.9885107948873595,0.06319080868529581
1.7,-0.44264706950410837,0.5353126405043099,0.008739145193220579,0.6528955266911272,-0.985143504027813,0.1099224029058105
1.9,-0.5032524126570104,0.5900850808201558,0.009841251544754301,0.5987229333410896,-0.9813016338115809,0.13757357652797775
2.1,-0.5433127882288049,0.6261602188064168,0.010968876131833475,0.5503580589459749,-0.976965468086092,0.1557519249671869
2.3,-0.5712699985710137,0.6512701669875781,0.012125133063833374,0.5080979084489732,-0.9721122711977465,0.16862520219641186
2.5,-0.5913239265884543,0.6694450503205063,0.01331341774905038,0.47129368534940297,-0.966716537051777,0.17823424962712509
2.7,-0.6058512691065131,0.6830103580088324,0.014537183504687115,0.4391408673604146,-0.96074969031762,0.1856803441567065
2.9000000000000004,-0.6163406148228074,0.6933979612562653,0.01580024889037278,0.41090914959958325,-0.9541794474199835,0.19163654538777686
3.1,-0.6237652409411989,0.701510254947687,0.017106600979412696,0.38597106088082095,-0.9469695980475636,0.19651031087550908
3.3,-0.6287848622478783,0.7079266848932182,0.0184605378593558,0.3638033387269002,-0.9390802527494813,0.20055103294198456
3.5,-0.6318837470355076,0.713029632754804,0.01986673306754542,0.34397669764363437,-0.9304665554513437,0.20391847003143915
3.7,-0.6334263305077628,0.7170845443615927,0.02133011318354652,0.3261419300977726,-0.921078836038641,0.20672517021199543
3.9000000000000004,-0.6336945250282162,0.7202858883434415,0.02285592459719826,0.31001458699109674,-0.9108618967589373,0.20905690399004032
4.1,-0.63290837974965,0.7227810162757624,0.024449707950867584,0.2953611207865331,-0.8997562112763983,0.21098062849614585
4.300000000000001,-0.6312411870516121,0.724682170404634,0.02611712422945795,0.28198832787921335,-0.8876964776139312,0.21254981604197756
4.5,-0.628834205704845,0.7260731529364653,0.02786359625559675,0.2697351400723805,-0.8746138277532839,0.21380815289421207
4.7,-0.625806277412709,0.7270164336240559,0.029693915587118216,0.25846645567739257,-0.8604387331605513,0.21479238559572716
4.9,-0.6222603241135957,0.7275593329563979,0.03161136299022639,0.2480682342752642,-0.8451043166866629,0.2155343574981318
5.1,-0.6182856646718619,0.7277360992154275,0.03361654121689338,0.23844325429554408,-0.828555649593276,0.21606063674825016
5.300000000000001,-0.6139579054615165,0.7275682493332298,0.03570554600437028,0.22950797734745587,-0.8107606496810654,0.21639229000756274
5.5,-0.6093422798570636,0.7270727065633391,0.03786786318024775,0.22119015917210746,-0.7917267984722068,0.21654589544632888
6.0,-0.5969160409245449,0.7246444135734998,0.04345494531854066,0.20270494318261992,-0.7392703767001578,0.21622970464597416
6.5,-0.5838075814206395,0.7213608310531227,0.048953041994130767,0.18692429687501583,-0.6818054295470198,0.21500794551469612
7.0,-0.5706006530582173,0.718300718635695,0.05396856120607153,0.17328167416501894,-0.6222200827419812,0.21297172358981026
7.5,-0.5577965182740942,0.7110261965984912,0.058223810082108356,0.16135887370648222,-0.5633214304059484,0.21019161556419058
8.0,-0.5457594570542281,0.6900712231965116,0.0615877249349029,0.15083468784334766,-0.507298216943722,0.20667751125343645
8.5,-0.5346072077509781,0.663778099969182,0.06403564764388572,0.14146416437792728,-0.455697007727699,0.20244548449240723
9.0,-0.5242701970295622,0.6362377014883221,0.06563935599531802,0.13305508317470932,-0.40924582728507586,0.19749576373912453
9.5,-0.5146022199842246,0.6091805011902345,0.06653104101645048,0.12545392324189214,-0.3679551859936299,0.1918123041857554
10.0,-0.505454158364261,0.5835792071918222,0.06685017201491966,0.11854277362237048,-0.33149829612458337,0.185427893192549
10.5,-0.49673969277841107,0.559941773198608,0.06672089938765866,0.1122334367572688,-0.2994305673057432,0.17845120491495528
10.8,-0.4916947464135095,0.5468016356619928,0.066472056215666,0.1087074839658837,-0.2821018489118314,0.174040850680188
11.200000000000001,-0.485158095625457,0.5305312624759024,0.0659810887300715,0.1042822461409868,-0.2610118822389839,0.1679612310239482
11.6,-0.4788156786798177,0.515686354446594,0.0653446318150507,0.1001484716313435,-0.242002278040277,0.1617222851244384
12.0,-0.4726421999829173,0.5022297076923757,0.0645964018130076,0.0962836520214751,-0.2248432260025429,0.1554040174258761
12.4,-0.4666203061063847,0.4900879261896944,0.0637640186720718,0.0926680272577833,-0.2093261932667774,0.1490837041242635
12.8,-0.4607370008726917,0.4791540645171167,0.0628697349309915,0.0892836154183399,-0.1952675042557296,0.1428302811189339
13.200000000000001,-0.4549810991008599,0.4692961525381653,0.0619313317249897,0.0861137368776412,-0.1825064351796188,0.1367014132489929
13.600000000000001,-0.449343858848365,0.4603715335000664,0.060963113888695,0.0831428140217307,-0.1709016601673601,0.1307423475855321
14.000000000000002,-0.4438183636249572,0.4522417480074485,0.0599765129211267,0.080356227171547,-0.1603288204855422,0.1249873690475446
14.399999999999999,-0.4383995424631601,0.4447786196782891,0.0589806596200475,0.0777403985839499,-0.1506785202238122,0.1194617589767252
14.8,-0.4330839060291441,0.4378685041944047,0.05798281741901,0.0752825508899937,-0.1418543655703968,0.1141818163949247
15.2,-0.427867732269487,0.4314135608117555,0.0569887507829691,0.072970722626459,-0.133771129088795,0.1091550293687066
15.600000000000001,-0.4227484484028389,0.4253326322839199,0.0560030022118165,0.0707937085217738,-0.1263531900519873,0.1043820427410552
16.0,-0.4177227618451475,0.4195603458341042,0.0550291751420381,0.0687411711570327,-0.1195333588794738,0.0998588410824085
